Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.342","MAF_03190","VBIMycAfr123451_0342",,,"glpQ2","Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)",,"protein altering cell wall charge conferring antibiotic resistance","21899450",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.964","MAF_08890","VBIMycAfr123451_0964",,,,"Transcriptional regulator, MarR family => implicated in bedaquiline tolerance",,"regulator modulating expression of antibiotic resistance genes","27573104",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.3548","MAF_32560","VBIMycAfr123451_3548",,,"mtrB","Two component system sensor histidine kinase MtrB",,"regulator modulating expression of antibiotic resistance genes","20233304",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.3941","MAF_36210","VBIMycAfr123451_3941",,,"folP1","Dihydropteroate synthase (EC 2.5.1.15)",,"antibiotic target in susceptible species","15673783",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.2554",,"VBIMycAfr123451_2554",,,,"MFS-type transporter Rv2333c family => implicated in rifampicin, ofloxacin efflux",,"efflux pump conferring antibiotic resistance","21512166",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.732","MAF_06770","VBIMycAfr123451_0732",,,"rpoC","DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)",,"antibiotic target in susceptible species","16723576",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.751","MAF_06940","VBIMycAfr123451_0751",,,"tuf","Translation elongation factor Tu",,"antibiotic target in susceptible species","364475;9678602",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.4188","MAF_38570","VBIMycAfr123451_4188",,,"glpQ1","Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)",,"protein altering cell wall charge conferring antibiotic resistance","21899450",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.2060","MAF_18990","VBIMycAfr123451_2060",,,,"MFS-type transporter Rv1877 family => implicated in rifampicin, ofloxacin efflux",,"efflux pump conferring antibiotic resistance","21512166",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.750","MAF_06930","VBIMycAfr123451_0750",,,"fusA1","Translation elongation factor G",,"antibiotic target in susceptible species","17980694;19289529;19289529;17325218;19289529",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.4208","MAF_38700","VBIMycAfr123451_4208",,,"ethR","Transcriptional repressor TetR family => EthR",,"regulator modulating expression of antibiotic resistance genes","10869356;14638486",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.743","MAF_06860","VBIMycAfr123451_0743",,,"mmpS5","Membrane protein MmpS5",,"efflux pump conferring antibiotic resistance","25986884;18851927",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.5","MAF_00050","VBIMycAfr123451_0005",,,"gyrB","DNA gyrase subunit B (EC 5.99.1.3)",,"antibiotic target in susceptible species","21693461;22279180;9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.282","MAF_02630","VBIMycAfr123451_0282",,,"aac","Aminoglycoside 2'-N-acetyltransferase (EC 2.3.1.59) => AAC(2')-I",,"antibiotic inactivation enzyme","8407825;8891143;9159528",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.744","MAF_06870","VBIMycAfr123451_0744",,,,"MarR family transcriptional regulator associated with MmpL5/MmpS5 efflux system",,"regulator modulating expression of antibiotic resistance genes","18851927",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.789","MAF_07280","VBIMycAfr123451_0789",,,"rplF","LSU ribosomal protein L6p (L9e)",,"antibiotic target in susceptible species","19289529;17923494",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.2266","MAF_20830","VBIMycAfr123451_2266",,,"blaC","Class A beta-lactamase (EC 3.5.2.6)",,"antibiotic inactivation enzyme",,,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.1698","MAF_15630","VBIMycAfr123451_1698",,,"ileS","Isoleucyl-tRNA synthetase (EC 6.1.1.5)",,"antibiotic target in susceptible species","7929087",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.4136","MAF_38080","VBIMycAfr123451_4136",,,"embC","Integral membrane indolylacetylinositol arabinosyltransferase EmbC (EC 2.4.2.-)",,"antibiotic target in susceptible species","10639358;26033726",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.3549","MAF_32570","VBIMycAfr123451_3549",,,"mtrA","Two component system response regulator MtrA",,"regulator modulating expression of antibiotic resistance genes","20233304",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium africanum GM041182","fig|572418.5.peg.2095","MAF_19310","VBIMycAfr123451_2095",,,"katG","Catalase-peroxidase KatG (EC 1.11.1.21)",,"antibiotic activation enzyme","14638486",,,,
