Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.1453","Rv1297","VBIMycTub87468_1453",,,"rho","Transcription termination factor Rho",,"antibiotic target in susceptible species","8466900",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.1819","Rv1634","VBIMycTub87468_1819",,,,"MFS-type transporter Rv1634 family => implicated in rifampicin, ofloxacin efflux",,"efflux pump conferring antibiotic resistance","21512166",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.2503","Rv2245","VBIMycTub87468_2503",,,"kasA","3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",,"antibiotic target in susceptible species","10428945",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.4226","Rv3795","VBIMycTub87468_4226",,,"embB","Integral membrane indolylacetylinositol arabinosyltransferase EmbB (EC 2.4.2.-)",,"antibiotic target in susceptible species","9142129;8876238;10639358;21444710",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.2220","Rv1988","VBIMycTub87468_2220",,,,"23S rRNA (adenine(2058)-N(6))-dimethyltransferase (EC 2.1.1.184) => Erm(37)",,"antibiotic target modifying enzyme","14693532",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.3629","Rv3245c","VBIMycTub87468_3629",,,"mtrB","Two component system sensor histidine kinase MtrB",,"regulator modulating expression of antibiotic resistance genes","20233304",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.4297","Rv3854c","VBIMycTub87468_4297",,,"ethA","Monooxygenase EthA, implicated in activation of thiocarbamide-containing pro-drugs",,"antibiotic activation enzyme","10869356;14638486",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.3341","Rv2994","VBIMycTub87468_3341",,,,"MFS-type transporter Rv2994 family => implicated in rifampicin, ofloxacin efflux",,"efflux pump conferring antibiotic resistance","21512166",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.4224","Rv3793","VBIMycTub87468_4224",,,"embC","Integral membrane indolylacetylinositol arabinosyltransferase EmbC (EC 2.4.2.-)",,"antibiotic target in susceptible species","10639358;26033726",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.3573","Rv3197A","VBIMycTub87468_3573",,,"whiB7","Transcriptional regulator, WhiB family => WhiB7, implicated in resistance to rifampicin, ofloxacin",,"regulator modulating expression of antibiotic resistance genes","16103351;21512166",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.1419","Rv1267c","VBIMycTub87468_1419",,,"embR","Transcriptional regulatory protein EmbR",,"regulator modulating expression of antibiotic resistance genes","10639358;26033726",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.3062","Rv2746c","VBIMycTub87468_3062",,,"pgsA3","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)",,"protein altering cell wall charge conferring antibiotic resistance","22238576",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.4369","Rv3919c","VBIMycTub87468_4369",,,"gidB","16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170)",,"gene conferring resistance via absence","17238915",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.760","Rv0682","VBIMycTub87468_0760",,,"rpsL","SSU ribosomal protein S12p (S23e)",,"antibiotic target in susceptible species","7934937",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.272","Rv0242c","VBIMycTub87468_0272",,,"fabG","3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35), FabG4",,"antibiotic target replacement protein","24100560;21081168",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.3755","Rv3361c","VBIMycTub87468_3755",,,,"Pentapeptide repeat family protein, MfpA => Quinolone resistance protein MfpA(Mt)",,"antibiotic target protection protein","15933203",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.2504","Rv2246","VBIMycTub87468_2504",,,"kasB","3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",,"antibiotic target in susceptible species","10428945",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.2981","Rv2671","VBIMycTub87468_2981",,,"ribD","Dihydrofolate reductase analogue (EC 1.5.1.3) => conferring resistance to para-aminosalicylic acid (PAS)",,"antibiotic target replacement protein","26848874",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.4278","Rv3842c","VBIMycTub87468_4278",,,"glpQ1","Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)",,"protein altering cell wall charge conferring antibiotic resistance","21899450",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.762","Rv0684","VBIMycTub87468_0762",,,"fusA1","Translation elongation factor G",,"antibiotic target in susceptible species","17980694;19289529;19289529;17325218;19289529",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.763","Rv0685","VBIMycTub87468_0763",,,"tuf","Translation elongation factor Tu",,"antibiotic target in susceptible species","364475;9678602",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.3820","Rv3423c","VBIMycTub87468_3820",,,"alr","Alanine racemase (EC 5.1.1.1)",,"antibiotic target in susceptible species","19748470;24303782",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.802","Rv0719","VBIMycTub87468_0802",,,"rplF","LSU ribosomal protein L6p (L9e)",,"antibiotic target in susceptible species","19289529;17923494",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.4250","Rv3817","VBIMycTub87468_4250",,,,"weak similarity to aminoglycoside phosphotransferase",,"antibiotic inactivation enzyme",";",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.3278","Rv2942","VBIMycTub87468_3278",,,"mmpL7","Transmembrane transport protein MmpL7",,"efflux pump conferring antibiotic resistance","15908378;25986884;16251328",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.3628","Rv3244c","VBIMycTub87468_3628",,,"lpqB","Lipoprotein LpqB, modulates activity of MtrAB two-component system",,"regulator modulating expression of antibiotic resistance genes","20233304",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.2132","Rv1908c","VBIMycTub87468_2132",,,"katG","Catalase-peroxidase KatG (EC 1.11.1.21)",,"antibiotic activation enzyme","14638486",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.1409","Rv1258c","VBIMycTub87468_1409",,,,"MFS-type drug/proton antiporter Rv1258c family => implicated in rifampicin, ofloxacin, isoniazid, ethambutol efflux",,"efflux pump conferring antibiotic resistance","21512166",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.982","Rv0880","VBIMycTub87468_0982",,,,"Transcriptional regulator, MarR family => implicated in bedaquiline tolerance",,"regulator modulating expression of antibiotic resistance genes","27573104",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.2605","Rv2333c","VBIMycTub87468_2605",,,,"MFS-type transporter Rv2333c family => implicated in rifampicin, ofloxacin efflux",,"efflux pump conferring antibiotic resistance","21512166",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.3080","Rv2763c","VBIMycTub87468_3080",,,"dfrA","Dihydrofolate reductase (EC 1.5.1.3)",,"antibiotic target in susceptible species","20169085;25288078",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Mycobacterium tuberculosis H37Rv","fig|83332.12.peg.1946","Rv1747","VBIMycTub87468_1946",,,,"Efflux transmembrane permease Rv1747 family => implicated in rifampicin, ofloxacin efflux",,"efflux pump conferring antibiotic resistance","21512166",,,,
