Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","fig|295319.15.peg.1428","SPA1337","VBISalEnt134188_1428",,,"marB","Multiple antibiotic resistance protein MarB",,"antibiotic resistance gene cluster, cassette, or operon","8383113;9068629",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","fig|295319.15.peg.3959","SPA3712","VBISalEnt134188_3959",,,"gidB","16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170)",,"gene conferring resistance via absence","17238915",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","fig|295319.15.peg.3250","SPA3055","VBISalEnt134188_3250",,,"tolC","Outer membrane channel TolC (OpmH)",,"efflux pump conferring antibiotic resistance","6219270",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","fig|295319.15.peg.594","SPA0559","VBISalEnt134188_0594",,,"pmrD","Signal transduction protein PmrD, part of PhoPQ-PmrD-PmrAB multicomponent regulatory system",,"regulator modulating expression of antibiotic resistance genes","25605366;15569938;12676988",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","fig|295319.15.peg.4213","SPA3963","VBISalEnt134188_4213",,,"oxyR","Hydrogen peroxide-inducible genes activator => OxyR",,"regulator modulating expression of antibiotic resistance genes","25799046",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","fig|295319.15.peg.600","SPA0565","VBISalEnt134188_0600",,,"pmrF","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53)",,"protein altering cell wall charge conferring antibiotic resistance","11706007;15695810;9570402",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","fig|295319.15.peg.1105","SPA1033","VBISalEnt134188_1105",,,"yobG","PhoP/PhoQ regulator MgrB",,"gene conferring resistance via absence","25190723",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","fig|295319.15.peg.1984","SPA1857","VBISalEnt134188_1984",,,"ybjZ","Macrolide export ATP-binding/permease protein MacB",,"efflux pump conferring antibiotic resistance","11544226",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","fig|295319.15.peg.4357","SPA4109","VBISalEnt134188_4357",,,"pmrB","Sensor protein BasS/PmrB (activates BasR/PmrA)",,"regulator modulating expression of antibiotic resistance genes","8282725;25150146;20653976",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","fig|295319.15.peg.4604",,"VBISalEnt134188_4604",,,,"Multidrug efflux pump MdtM (of MFS type)",,"efflux pump conferring antibiotic resistance","23221628",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","fig|295319.15.peg.779","SPA0738","VBISalEnt134188_0779",,,"yegN","Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtB (RND type)",,"efflux pump conferring antibiotic resistance","12107134",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","fig|295319.15.peg.3457","SPA3257","VBISalEnt134188_3457",,,"acrE","Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE",,"efflux pump conferring antibiotic resistance","1720861",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","fig|295319.15.peg.595","SPA0560","VBISalEnt134188_0595",,,,"Undecaprenyl phosphate-aminoarabinose flippase subunit ArnF",,"protein altering cell wall charge conferring antibiotic resistance","17928292",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","fig|295319.15.peg.977","SPA0924","VBISalEnt134188_0977",,,"pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)",,"protein altering cell wall charge conferring antibiotic resistance","22238576",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","fig|295319.15.peg.2847","SPA2672","VBISalEnt134188_2847",,,"emrA","Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA",,"efflux pump conferring antibiotic resistance","1409590",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","fig|295319.15.peg.94","SPA0088","VBISalEnt134188_0094",,,"folA","Dihydrofolate reductase (EC 1.5.1.3)",,"antibiotic target in susceptible species","20169085;25288078",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","fig|295319.15.peg.4233","SPA3992","VBISalEnt134188_4233",,,"rpoC","DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)",,"antibiotic target in susceptible species","16723576",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","fig|295319.15.peg.3511","SPA3312","VBISalEnt134188_3511",,,"fusA","Translation elongation factor G",,"antibiotic target in susceptible species","17980694;19289529;19289529;17325218;19289529",,,,
