Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.4494","t4153","VBISalEnt47697_4494",,,"alr","Alanine racemase (EC 5.1.1.1)",,"antibiotic target in susceptible species","19748470;24303782",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.2221","t2031","VBISalEnt47697_2221",,,"ybjG","Undecaprenyl-diphosphatase BcrC (EC 3.6.1.27), conveys bacitracin resistance",,"antibiotic target protection protein","12486040;15778224;15946938",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.685","t0633","VBISalEnt47697_0685",,,"bcr","Multidrug resistance transporter => Bicyclomycin resistance protein Bcr-1",,"efflux pump conferring antibiotic resistance","8486276;16181146",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.612","t0564","VBISalEnt47697_0612",,,,"UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) / UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating) (EC 1.1.1.305)",,"protein altering cell wall charge conferring antibiotic resistance","15809294;11706007;9570402",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.2182","t1992","VBISalEnt47697_2182",,,"ybjY","Macrolide-specific efflux protein MacA",,"efflux pump conferring antibiotic resistance","11544226",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.4941","t4568","VBISalEnt47697_4941",,,,"Multidrug efflux pump MdtM (of MFS type)",,"efflux pump conferring antibiotic resistance","23221628",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.4398","t4059","VBISalEnt47697_4398",,,"fusA","Translation elongation factor G",,"antibiotic target in susceptible species","17980694;19289529;19289529;17325218;19289529",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.2953","t2711","VBISalEnt47697_2953",,,"emrA","Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA",,"efflux pump conferring antibiotic resistance","1409590",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.4021","t3719","VBISalEnt47697_4021",,,"emrD","Multidrug efflux pump EmrD (of MFS type)",,"efflux pump conferring antibiotic resistance","8987357;16675700",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.4542","t4198","VBISalEnt47697_4542",,,"pmrB","Sensor protein BasS/PmrB (activates BasR/PmrA)",,"regulator modulating expression of antibiotic resistance genes","8282725;25150146;20653976",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.3761","t3474","VBISalEnt47697_3761",,,"rpoB","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)",,"antibiotic target in susceptible species","3050121;15047531;16723576",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.1822","t1662","VBISalEnt47697_1822",,,"hns","DNA-binding protein H-NS",,"regulator modulating expression of antibiotic resistance genes","14973023",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.801","t0744","VBISalEnt47697_0801",,,,"Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtC (RND type)",,"efflux pump conferring antibiotic resistance","12107134",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.4396","t4057","VBISalEnt47697_4396",,,"rpsL","SSU ribosomal protein S12p (S23e)",,"antibiotic target in susceptible species","7934937",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.2601","t2385","VBISalEnt47697_2601",,,"acrB","Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)",,"efflux pump conferring antibiotic resistance","7651136",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.1577","t1439","VBISalEnt47697_1577",,,"marB","Multiple antibiotic resistance protein MarB",,"antibiotic resistance gene cluster, cassette, or operon","8383113;9068629",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.802","t0745","VBISalEnt47697_0802",,,"yegN","Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtB (RND type)",,"efflux pump conferring antibiotic resistance","12107134",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.615","t0567","VBISalEnt47697_0615",,,"ais","Lipopolysaccharide core heptose(II)-phosphate phosphatase @ Polymyxin resistance protein PmrG",,"protein altering cell wall charge conferring antibiotic resistance","17574312;9570402",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.55","t0048","VBISalEnt47697_0055",,,"ileS","Isoleucyl-tRNA synthetase (EC 6.1.1.5)",,"antibiotic target in susceptible species","7929087",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.4544","t4200","VBISalEnt47697_4544",,,,"Lipid A phosphoethanolamine transferase EptA/PmrC (EC 2.7.8.43)",,"protein altering cell wall charge conferring antibiotic resistance","17362200;23810904;15205413",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.609","t0561","VBISalEnt47697_0609",,,,"Undecaprenyl phosphate-aminoarabinose flippase subunit ArnE",,"protein altering cell wall charge conferring antibiotic resistance","17928292",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.3768","t3481","VBISalEnt47697_3768",,,"tuf","Translation elongation factor Tu",,"antibiotic target in susceptible species","364475;9678602",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.607","t0559","VBISalEnt47697_0607",,,"pmrD","Signal transduction protein PmrD, part of PhoPQ-PmrD-PmrAB multicomponent regulatory system",,"regulator modulating expression of antibiotic resistance genes","25605366;15569938;12676988",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.2311","t2107","VBISalEnt47697_2311",,,"ybhT","AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump",,"efflux pump conferring antibiotic resistance","23010927",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.1767","t1613","VBISalEnt47697_1767",,,"fabI","Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)",,"antibiotic target in susceptible species","18193820;10869170;8284673",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.1579","t1441","VBISalEnt47697_1579",,,"marR","Multiple antibiotic resistance protein MarR",,"antibiotic resistance gene cluster, cassette, or operon","7768850;8282690;8383113;9068629",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.4747","t4390","VBISalEnt47697_4747",,,"sugE","Small multidrug resistance (SMR) efflux transporter => SugE, quaternary ammonium compounds",,"efflux pump conferring antibiotic resistance","11948170",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhi str. Ty2","fig|209261.6.peg.2600","t2384","VBISalEnt47697_2600",,,"acrA","Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA",,"efflux pump conferring antibiotic resistance","7651136",,,,
