Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.6.peg.3799","STM14_4149","VBISalEnt101322_3799",,,"tuf_1","Translation elongation factor Tu",,"antibiotic target in susceptible species","364475;9678602",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.6.peg.2636","STM14_2835","VBISalEnt101322_2636",,,"yfbE","UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87)",,"protein altering cell wall charge conferring antibiotic resistance","12704196;12429098",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.6.peg.637","STM14_0560","VBISalEnt101322_0637",,,"acrA","Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA",,"efflux pump conferring antibiotic resistance","7651136",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.6.peg.2089","STM14_2226","VBISalEnt101322_2089",,,"yobG","PhoP/PhoQ regulator MgrB",,"gene conferring resistance via absence","25190723",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.6.peg.2825","STM14_3044","VBISalEnt101322_2825",,,"acrD","Aminoglycosides efflux system AcrAD-TolC, inner-membrane proton/drug antiporter AcrD (RND type)",,"efflux pump conferring antibiotic resistance","10692383",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.6.peg.4671","STM14_5164","VBISalEnt101322_4671",,,"basR","Two-component transcriptional regulatory protein BasR/PmrA (activated by BasS/PmrB)",,"regulator modulating expression of antibiotic resistance genes","8282725;25150146;20653976",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.6.peg.2641","STM14_2840","VBISalEnt101322_2641",,,,"Undecaprenyl phosphate-aminoarabinose flippase subunit ArnE",,"protein altering cell wall charge conferring antibiotic resistance","17928292",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.6.peg.1754","STM14_1838","VBISalEnt101322_1754",,,"marR","Multiple antibiotic resistance protein MarR",,"antibiotic resistance gene cluster, cassette, or operon","7768850;8282690;8383113;9068629",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.6.peg.4108","STM14_4500","VBISalEnt101322_4108",,,,"Subclass B3 beta-lactamase (EC 3.5.2.6)",,"antibiotic inactivation enzyme","22985886;16723554;12019096;26666948;18843302;11749954;26482314;22442240;15561856;10858348;18563261",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fig|588858.6.peg.1071","STM14_1058","VBISalEnt101322_1071",,,"ybjY","Macrolide-specific efflux protein MacA",,"efflux pump conferring antibiotic resistance","11544226",,,,
