Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.2143","UUU_18810","VBIKlePne234392_2143",,,,"Multiple antibiotic resistance protein MarR",,"antibiotic resistance gene cluster, cassette, or operon","7768850;8282690;8383113;9068629",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.4004","UUU_37170","VBIKlePne234392_4004",,,,"Outer membrane channel TolC (OpmH)",,"efflux pump conferring antibiotic resistance","6219270",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.2855",,"VBIKlePne234392_2855",,,,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)",,"protein altering cell wall charge conferring antibiotic resistance","22238576",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.2946",,"VBIKlePne234392_2946",,,,"Signal transduction protein PmrD, part of PhoPQ-PmrD-PmrAB multicomponent regulatory system",,"regulator modulating expression of antibiotic resistance genes","25605366;15569938;12676988",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.1433","UUU_13040","VBIKlePne234392_1433",,,,"Macrolide export ATP-binding/permease protein MacB",,"efflux pump conferring antibiotic resistance","11544226",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.4385",,"VBIKlePne234392_4385",,,,"Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)",,"protein altering cell wall charge conferring antibiotic resistance","21899450",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.948","UUU_08720","VBIKlePne234392_0948",,,,"Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)",,"efflux pump conferring antibiotic resistance","7651136",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.1322","UUU_12020","VBIKlePne234392_1322",,,,"Sensor protein BasS/PmrB (activates BasR/PmrA)",,"regulator modulating expression of antibiotic resistance genes","8282725;25150146;20653976",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.4300","UUU_39450","VBIKlePne234392_4300",,,,"Translation elongation factor G",,"antibiotic target in susceptible species","17980694;19289529;19289529;17325218;19289529",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.4302",,"VBIKlePne234392_4302",,,,"SSU ribosomal protein S12p (S23e)",,"antibiotic target in susceptible species","7934937",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.3082","UUU_28750","VBIKlePne234392_3082",,,,"Carbohydrate-selective porin OprB",,"protein modulating permeability to antibiotic","7768797;8125108",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.4418",,"VBIKlePne234392_4418",,,,"Undecaprenyl phosphate-aminoarabinose flippase subunit ArnE",,"protein altering cell wall charge conferring antibiotic resistance","17928292",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.4249","UUU_39120","VBIKlePne234392_4249",,,,"Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)",,"efflux pump conferring antibiotic resistance","1720861",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.4836",,"VBIKlePne234392_4836",,,,"Hydrogen peroxide-inducible genes activator => OxyR",,"regulator modulating expression of antibiotic resistance genes","25799046",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.4299","UUU_39430","VBIKlePne234392_4299",,,,"Translation elongation factor Tu",,"antibiotic target in susceptible species","364475;9678602",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.4422","UUU_40330","VBIKlePne234392_4422",,,,"Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53)",,"protein altering cell wall charge conferring antibiotic resistance","11706007;15695810;9570402",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.1324","UUU_12030","VBIKlePne234392_1324",,,,"Lipid A phosphoethanolamine transferase EptA/PmrC (EC 2.7.8.43)",,"protein altering cell wall charge conferring antibiotic resistance","17362200;23810904;15205413",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.4420",,"VBIKlePne234392_4420",,,,"4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)",,"protein altering cell wall charge conferring antibiotic resistance","15695810;9570402",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.4932","UUU_44820","VBIKlePne234392_4932",,,,"DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)",,"antibiotic target in susceptible species","16723576",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.2301","UUU_20090","VBIKlePne234392_2301",,,,"Catalase-peroxidase KatG (EC 1.11.1.21)",,"antibiotic activation enzyme","14638486",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.44","UUU_00470","VBIKlePne234392_0044",,,,"Alanine racemase (EC 5.1.1.1)",,"antibiotic target in susceptible species","19748470;24303782",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.2973","UUU_27690","VBIKlePne234392_2973",,,,"Translation elongation factor G",,"antibiotic target in susceptible species","17980694;19289529;19289529;17325218;19289529",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.579","UUU_05530","VBIKlePne234392_0579",,,,"D-alanine--D-alanine ligase (EC 6.3.2.4)",,"antibiotic target in susceptible species","24303782;24033232",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae subsp. pneumoniae DSM 30104","fig|1162296.3.peg.1323",,"VBIKlePne234392_1323",,,,"Two-component transcriptional regulatory protein BasR/PmrA (activated by BasS/PmrB)",,"regulator modulating expression of antibiotic resistance genes","8282725;25150146;20653976",,,,
