Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.479",,"VBIKlePne320349_0479",,,,"Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA",,"efflux pump conferring antibiotic resistance","1409590",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.4940",,"VBIKlePne320349_4940",,,,"1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)",,"antibiotic target in susceptible species","16321944",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.4738",,"VBIKlePne320349_4738",,,,"DNA gyrase subunit B (EC 5.99.1.3)",,"antibiotic target in susceptible species","21693461;22279180;9293187",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.3476",,"VBIKlePne320349_3476",,,,"UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) / UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating) (EC 1.1.1.305)",,"protein altering cell wall charge conferring antibiotic resistance","15809294;11706007;9570402",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.1237",,"VBIKlePne320349_1237",,,,"Outer membrane low permeability porin, OprD family => OccD6/OprQ involved in adhesion",,"protein modulating permeability to antibiotic","20093292",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.5369",,"VBIKlePne320349_5369",,,,"Macrolide export ATP-binding/permease protein MacB",,"efflux pump conferring antibiotic resistance","11544226",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.552",,"VBIKlePne320349_0552",,,,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)",,"antibiotic target in susceptible species","8994972",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.3765",,"VBIKlePne320349_3765",,,,"SSU ribosomal protein S12p (S23e)",,"antibiotic target in susceptible species","7934937",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.3117",,"VBIKlePne320349_3117",,,,"Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)",,"protein altering cell wall charge conferring antibiotic resistance","21899450",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.2069",,"VBIKlePne320349_2069",,,,"LSU ribosomal protein L6p (L9e)",,"antibiotic target in susceptible species","19289529;17923494",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.2015",,"VBIKlePne320349_2015",,,,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)",,"protein altering cell wall charge conferring antibiotic resistance","22238576",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.1902",,"VBIKlePne320349_1902",,,,"Alanine racemase (EC 5.1.1.1)",,"antibiotic target in susceptible species","19748470;24303782",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.757",,"VBIKlePne320349_0757",,,,"Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.43) @ Polymyxin resistance protein PmrK",,"protein altering cell wall charge conferring antibiotic resistance","11535604;16226890",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.3466",,"VBIKlePne320349_3466",,,,"Outer membrane channel TolC (OpmH)",,"efflux pump conferring antibiotic resistance","6219270",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.3763",,"VBIKlePne320349_3763",,,,"Translation elongation factor G",,"antibiotic target in susceptible species","17980694;19289529;19289529;17325218;19289529",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.1489",,"VBIKlePne320349_1489",,,,"Multiple antibiotic resistance protein MarB",,"antibiotic resistance gene cluster, cassette, or operon","8383113;9068629",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.1140",,"VBIKlePne320349_1140",,,,"UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87)",,"protein altering cell wall charge conferring antibiotic resistance","12704196;12429098",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.3611",,"VBIKlePne320349_3611",,,,"Translation elongation factor Tu",,"antibiotic target in susceptible species","364475;9678602",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.2304",,"VBIKlePne320349_2304",,,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",,"antibiotic target in susceptible species","10428945",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.1139",,"VBIKlePne320349_1139",,,,"UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87)",,"protein altering cell wall charge conferring antibiotic resistance","12704196;12429098",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.3654",,"VBIKlePne320349_3654",,,,"DNA-binding protein H-NS",,"regulator modulating expression of antibiotic resistance genes","14973023",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.5009",,"VBIKlePne320349_5009",,,,"Lipid A phosphoethanolamine transferase EptA/PmrC (EC 2.7.8.43)",,"protein altering cell wall charge conferring antibiotic resistance","17362200;23810904;15205413",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.576",,"VBIKlePne320349_0576",,,,"Aminoglycosides efflux system AcrAD-TolC, inner-membrane proton/drug antiporter AcrD (RND type)",,"efflux pump conferring antibiotic resistance","10692383",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.4329",,"VBIKlePne320349_4329",,,,"Dihydropteroate synthase (EC 2.5.1.15)",,"antibiotic target in susceptible species","15673783",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.2086",,"VBIKlePne320349_2086",,,,"SSU ribosomal protein S10p (S20e)",,"antibiotic target in susceptible species","26124155",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.787",,"VBIKlePne320349_0787",,,,"Multidrug efflux pump MdtM (of MFS type)",,"efflux pump conferring antibiotic resistance","23221628",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.4562",,"VBIKlePne320349_4562",,,,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum",,"efflux pump conferring antibiotic resistance","9079913",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.1823",,"VBIKlePne320349_1823",,,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",,"antibiotic target in susceptible species","10428945",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Klebsiella pneumoniae ISC21","fig|1432558.3.peg.2526",,"VBIKlePne320349_2526",,,,"Small multidrug resistance (SMR) efflux transporter => SugE, quaternary ammonium compounds",,"efflux pump conferring antibiotic resistance","11948170",,,,
